Data Komentar Balasan (Edge/Reply Nodes),,,,,,,,,,,,,
ID Unik,Jenis Konten,Tautan Konten,Username,Teks Konten,Sentimen,Jumlah Views,Jumlah Likes,Jumlah Komentar,Jumlah Shares,Tahun,Balasan ID Komentar,Platform,Lokasi
T273,Komentar Balasan,https://www.tiktok.com/@mscosmeticofficial/video/6906677324645780737?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,G̾O̾O̾D̾B̾O̾Y̾S̾,"@G̾O̾O̾D̾B̾O̾Y̾S̾: Ya Allah mau kerja tapi lulusanku cuma SMK kalah sama yg punya title S1,D3,D1 😔",,,104,12,,2020,T57,TikTok,Indonesia
T274,Komentar Balasan,https://www.tiktok.com/@mscosmeticofficial/video/6906677324645780737?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,Mudalifah Official,@Mudalifah Official: untuk umur 22 tahun Ndak ada ya kak lowongan kerja nya,,,5,2,,2020,T57,TikTok,Indonesia
T275,Komentar Balasan,https://www.tiktok.com/@mscosmeticofficial/video/6906677324645780737?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,Erlanita80,@Erlanita80: apalah daya aku yg cuma lulusan smp..muduuurrrr.dan doain mereka keterima kerjanya,,,2,2,,2020,T57,TikTok,Indonesia
T276,Komentar Balasan,https://www.tiktok.com/@mscosmeticofficial/video/6906677324645780737?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,penunggujodoh💕,@penunggujodoh💕: Selain posisi yg uda disebutkan apalagi posisi lainnya kak? Kan katanya ada byk posisi hehe...,,,13,13,,2020,T57,TikTok,Indonesia
T277,Komentar Balasan,https://www.tiktok.com/@riffasancati/video/6903479863009824002?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,Talika Learning & Development,"@Talika Learning & Development: yang nomor 1 enggak juga kak. saya sudah 10 th kerja kena phk. sedangkan yang suka ""maen"", yang jadi toxic, yang suka negatif dipertahankan 😂",,,0,1,,2020,T58,TikTok,Indonesia
T278,Komentar Balasan,https://www.tiktok.com/@riffasancati/video/6903479863009824002?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,QueenR,"@QueenR: saya terkena PHK dibulan okt kemarin, bingung juga mau seneng apa sedih, udah suntuk jenuh bgt dikantor gaada kerjaan set kerjaan utama dioper ke tmn",,,1,7,,2020,T58,TikTok,Indonesia
T279,Komentar Balasan,https://www.tiktok.com/@riffasancati/video/6903479863009824002?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,Gentuh,"@Gentuh: awal 2020 lebih dari setengah, karyawan di kantor di berhentikan, saya dan beberapa karyawan inti aja dipertahankan",,,0,3,,2020,T58,TikTok,Indonesia
T280,Komentar Balasan,https://www.tiktok.com/@riffasancati/video/6903479863009824002?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,Khrisna,@Khrisna: Contoh pekerja yg aman apa ya mbak?,,,1,4,,2020,T58,TikTok,Indonesia
T281,Komentar Balasan,https://www.tiktok.com/@mrs_nyuph/video/6899654974368713986?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,elpin,"@elpin: ""minimal pengalaman 5 thn"" 😅",,,2,1,,2020,T59,TikTok,Indonesia
T282,Komentar Balasan,https://www.tiktok.com/@mrs_nyuph/video/6899654974368713986?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,Olcay,@Olcay: Freshgraduate ayok mundur bareng2,,,3,1,,2020,T59,TikTok,Indonesia
T283,Komentar Balasan,https://www.tiktok.com/@mrs_nyuph/video/6899654974368713986?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,ode,@ode: kak BUMN membuka program magang ngga?,,,1,2,,2020,T59,TikTok,Indonesia
T284,Komentar Balasan,https://www.tiktok.com/@mrs_nyuph/video/6899654974368713986?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,AlMerrLubaid,@AlMerrLubaid: yg buat lulusan sma sederajat gak ada kak??,,,0,0,,2020,T59,TikTok,Indonesia
T285,Komentar Balasan,https://www.tiktok.com/@dedejummia/video/6876485090935901441?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,Mba ndaa🫶,@Mba ndaa🫶: kk kalo mau ikut pelatihan harus tersambung dulu ke ewalet ya,,,3,6,,2020,T60,TikTok,Indonesia
T286,Komentar Balasan,https://www.tiktok.com/@dedejummia/video/6876485090935901441?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,Putri.shandyn,"@Putri.shandyn: aku udah dapat survei itu dari gel 5 dulu, trus aku isi 0. Makanya sampai sekarang gak lolos2",,,5,12,,2020,T60,TikTok,Indonesia
T287,Komentar Balasan,https://www.tiktok.com/@dedejummia/video/6876485090935901441?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,Ftry,@Ftry: kartu prakerja itu buat yg kerja aja atau gimana hyung? maaf nanyak soalnya kudet😁😁😁,,,7,7,,2020,T60,TikTok,Indonesia
T288,Komentar Balasan,https://www.tiktok.com/@dedejummia/video/6876485090935901441?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,mamaanakdua091,@mamaanakdua091: aq blm ikut webinar sertifat blm muncul di dasboard 😌,,,6,16,,2020,T60,TikTok,Indonesia
T289,Komentar Balasan,https://www.tiktok.com/@mudacumasekali/video/6772116083567594754?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,Madhan Madhan,@Madhan Madhan: Santuyyy,,,0,0,,2019,T61,TikTok,Indonesia
T290,Komentar Balasan,https://www.tiktok.com/@mudacumasekali/video/6772116083567594754?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,Deri Wiharya,"@Deri Wiharya: tapi permasalahan nya ijasah smp juga misa masuk kerja
yang penting ada uang dan ada orang dalam",,,0,0,,2019,T61,TikTok,Indonesia
T291,Komentar Balasan,https://www.tiktok.com/@mudacumasekali/video/6772116083567594754?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,denna,@denna: Jadi youtuber aja,,,0,0,,2019,T61,TikTok,Indonesia
T292,Komentar Balasan,https://www.tiktok.com/@mudacumasekali/video/6772116083567594754?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,ipunk,@ipunk: jgn gengsi kerj ap ja....klok ad yg lbh baik bru pindh.,,,3,0,,2019,T61,TikTok,Indonesia
T293,Komentar Balasan,https://www.tiktok.com/@icaaca_zz/video/6685243189613432065?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,Fabian.indonesia,@Fabian.indonesia: Makan nya Pilih Prabowo Sandi kalo mau gaji naik,,,8,0,,2019,T62,TikTok,Indonesia
T294,Komentar Balasan,https://www.tiktok.com/@icaaca_zz/video/6685243189613432065?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,QueenErika,@QueenErika: kok pada debat! seh! mending bertengkat,,,1,0,,2019,T62,TikTok,Indonesia
T295,Komentar Balasan,https://www.tiktok.com/@icaaca_zz/video/6685243189613432065?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,mr.sim,@mr.sim: Kuliah donk,,,0,0,,2019,T62,TikTok,Indonesia
T296,Komentar Balasan,https://www.tiktok.com/@icaaca_zz/video/6685243189613432065?is_from_webapp=1&sender_device=pc&web_id=7541603112566588935,BagasSaputra,@BagasSaputra: ngeri 🤣,,,0,0,,2019,T62,TikTok,Indonesia
